trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
123,False,"{'a': 0.65, 'e': 0.08543495096732069}",25,0,19.782624047063365,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.65, 'e': 0.08374322559219542}",20,15,-13.40101850821178,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
125,False,"{'a': 0.65, 'e': 0.08208499862389827}",25,15,17.437059851323284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.65, 'e': 0.08045960674953191}",20,16,8.822428810958641,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.65, 'e': 0.07886639979067443}",20,14,12.255280394354426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.65, 'e': 0.07730474044329924}",30,2,-17.704033965283855,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 1}",1
129,False,"{'a': 0.65, 'e': 0.07577400402284498}",25,11,32.60526877579033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.65, 'e': 0.07427357821433339}",25,13,0.0903274090410664,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.65, 'e': 0.07280286282743512}",20,13,16.16034502365733,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.65, 'e': 0.0713612695563856}",30,21,16.22727831456133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.65, 'e': 0.0699482217446549}",30,5,31.569821655562087,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.65, 'e': 0.06856315415427747}",25,20,8.180055993984443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.65, 'e': 0.06720551273974931}",20,0,30.88431948844722,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
136,False,"{'a': 0.65, 'e': 0.06587475442640252}",25,2,13.165628093182203,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
137,False,"{'a': 0.65, 'e': 0.06457034689316805}",20,13,7.1825236947813895,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.65, 'e': 0.06329176835964029}",25,0,23.554627211686714,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.65, 'e': 0.06203850737735788}",20,16,7.611929457241768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.65, 'e': 0.06081006262521754}",30,16,27.252246532637077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.65, 'e': 0.05960594270893894}",20,12,16.842141176275288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.65, 'e': 0.058425665964500405}",20,8,21.85684005543865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.65, 'e': 0.05726876026546694}",25,13,9.005938740549558,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.65, 'e': 0.056134762834133316}",25,17,12.587274918590719,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.65, 'e': 0.05502322005640683}",25,15,-6.594368195949299,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.65, 'e': 0.05393368730035562}",25,13,20.004594915322496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.65, 'e': 0.05286572873834998}",25,2,42.80934572880731,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.65, 'e': 0.05181891717272545}",20,9,9.84047453968311,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.65, 'e': 0.05079283386489812}",25,11,12.240251358729571,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.65, 'e': 0.04978706836786357}",25,12,26.676845303269335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.65, 'e': 0.048801218362012594}",25,10,0.8626961302543965,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
152,False,"{'a': 0.65, 'e': 0.04783488949419801}",20,15,9.797518054245133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.65, 'e': 0.04688769521998813}",20,16,5.231783655857965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.65, 'e': 0.04595925664904386}",25,7,14.729534951126501,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.65, 'e': 0.04504920239355746}",20,6,22.618386484220256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.65, 'e': 0.04415716841969253}",30,16,27.545442074135945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.65, 'e': 0.04328279790196556}",20,12,1.4375510399478522,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.65, 'e': 0.04242574108051105}",25,13,20.36907502519153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.65, 'e': 0.04158565512117284}",20,9,20.560549606141155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.65, 'e': 0.04076220397836589}",30,12,32.41386789042774,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.65, 'e': 0.03995505826065359}",25,7,29.66521402090564,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.65, 'e': 0.03916389509898676}",30,19,21.939389396593494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.65, 'e': 0.038388398017551756}",25,10,1.9926968820185655,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.65, 'e': 0.0376282568071759}",20,9,20.41214215830113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.65, 'e': 0.0368831674012397}",20,7,-17.740523782439894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.65, 'e': 0.03615283175404612}",20,9,18.808028303726683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.65, 'e': 0.03543695772159834}",25,4,14.80902699636007,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.65, 'e': 0.03473525894473827}",20,13,11.116606748219308,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.65, 'e': 0.03404745473459906}",25,15,9.652816880202177,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.65, 'e': 0.0333732699603258}",30,12,32.44320742054177,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.65, 'e': 0.03271243493901954}",20,0,19.721247482475313,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.65, 'e': 0.0320646853278605}",25,12,28.15411868335294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.65, 'e': 0.03142976201836744}",25,11,27.962808580358807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.65, 'e': 0.03080741103275081}",25,11,23.371970744870534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.65, 'e': 0.030197383422318237}",25,15,17.833436062656716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.65, 'e': 0.02959943516789174}",25,14,23.560289494527378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.65, 'e': 0.029013327082196796}",20,9,18.375754589802177,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.65, 'e': 0.02843882471418425}",25,9,25.061324057503718,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.65, 'e': 0.027875698255246766}",20,13,11.845012989919862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.65, 'e': 0.027323722447292313}",25,10,28.549126615940015,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
