trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.65, 'e': 0.025732512726359708}",20,1,28.972462385418286,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.65, 'e': 0.02522297483522698}",25,11,-0.8678917362861851,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.65, 'e': 0.02472352647033916}",25,7,21.75586661937542,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.65, 'e': 0.02423396784569089}",25,0,33.969265360726915,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.65, 'e': 0.023754103131304778}",20,13,14.549807447893993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.65, 'e': 0.023283740374896784}",20,0,30.53228351100615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.65, 'e': 0.02282269142509276}",25,18,9.392482813733636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.65, 'e': 0.022370771856165383}",20,2,26.21349946314067,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.65, 'e': 0.021927800894261405}",25,16,11.269170357344866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.65, 'e': 0.02149360134508971}",25,0,34.259415362335716,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.65, 'e': 0.021067999523041225}",25,10,18.772839056582402,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.65, 'e': 0.02065082518171236}",20,11,14.464825524039094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.65, 'e': 0.02024191144580419}",35,0,43.09581981962943,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.65, 'e': 0.01984109474437009}",20,0,16.827340348605894,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.65, 'e': 0.019448214745385196}",20,7,19.31281141795415,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.65, 'e': 0.019063114291611446}",25,10,20.161008575086697,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.65, 'e': 0.018685639337732585}",20,16,6.0380484579168066,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.65, 'e': 0.018315638888733998}",20,12,15.007744855232644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.65, 'e': 0.01795296493950268}",25,10,10.189425236731463,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.65, 'e': 0.017597472415623216}",20,0,31.062682251111738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.65, 'e': 0.017249019115346098}",25,6,20.875598185575033,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.65, 'e': 0.016907465652705105}",25,0,34.106479746761345,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.65, 'e': 0.016572675401761078}",20,9,10.441282932642558,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.65, 'e': 0.016244514441949704}",20,14,10.326589335881641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.65, 'e': 0.015922851504511525}",35,8,47.23165654266913,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.65, 'e': 0.015607557919982668}",20,10,13.734094974064483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.65, 'e': 0.015298507566725352}",20,4,23.151915652139824,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.65, 'e': 0.014995576820477547}",20,11,12.422211362016734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.65, 'e': 0.014698644504901623}",20,0,-25.576342994965263,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.65, 'e': 0.014407591843112199}",25,0,30.440083647646023,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.65, 'e': 0.014122302410163805}",30,0,36.26615360308406,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.65, 'e': 0.013842662086479354}",25,7,28.276227706492264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.65, 'e': 0.013568559012200783}",20,0,27.34267688865278,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.65, 'e': 0.013299883542443625}",20,4,23.83153564023314,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.65, 'e': 0.01303652820343759}",30,16,25.497415269311958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.65, 'e': 0.012778387649535624}",25,17,14.89093832260548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.65, 'e': 0.012525358621074244}",25,18,12.411090964716234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.65, 'e': 0.012277339903068304}",20,6,22.580814916522023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.65, 'e': 0.01203423228472364}",25,18,16.35568122309079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.65, 'e': 0.011795938519751433}",25,0,34.865145865514066,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.65, 'e': 0.011562363287468406}",25,16,15.060347340899717,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.65, 'e': 0.011333413154667264}",25,3,34.50913640177779,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.65, 'e': 0.01110899653824218}",25,0,34.3984362371058,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.65, 'e': 0.01088902366855432}",20,3,27.125282709347804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.65, 'e': 0.010673406553522802}",30,17,20.51561129367599,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.65, 'e': 0.010462058943426677}",30,13,25.824952569992686,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.65, 'e': 0.010254896296403903}",25,10,26.63391422006172,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.65, 'e': 0.010051835744633463}",25,0,37.48070536389416,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.65, 'e': 0.009852796061187141}",20,1,-14.546844304165047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",20,0,25.53581151675625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",30,14,32.00173582944564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,5.6027228087034455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,13.821284719530775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,9,20.69011112891714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,10,21.356590088441273,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,18,20.703607893218056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,8,30.634906610891804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,4,21.07668859081395,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,17.60231814729083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
